Reaction	ReactionID	Compartment	Metabolite	MetName	StoiCoef
phosphatidylethanolamine (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane	r_3853	exchange	s_3181	phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
phosphatidylethanolamine (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane	r_3854	exchange	s_3168	phosphatidylethanolamine (1-16:1, 2-16:1) [vacuolar membrane]	-1.0
phosphatidylethanolamine (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane	r_3854	exchange	s_3185	phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
phosphatidylethanolamine (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane	r_3855	exchange	s_3170	phosphatidylethanolamine (1-18:0, 2-16:1) [vacuolar membrane]	-1.0
phosphatidylethanolamine (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane	r_3855	exchange	s_3187	phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
phosphatidylethanolamine (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane	r_3856	exchange	s_3172	phosphatidylethanolamine (1-18:1, 2-16:1) [vacuolar membrane]	-1.0
phosphatidylethanolamine (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane	r_3856	exchange	s_3189	phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane	r_3857	exchange	s_3174	phosphatidylethanolamine (1-16:0, 2-18:1) [vacuolar membrane]	-1.0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane	r_3857	exchange	s_3191	phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	1.0
phosphatidylethanolamine (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane	r_3858	exchange	s_3176	phosphatidylethanolamine (1-16:1, 2-18:1) [vacuolar membrane]	-1.0
phosphatidylethanolamine (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane	r_3858	exchange	s_3193	phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	1.0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane	r_3859	exchange	s_3178	phosphatidylethanolamine (1-18:0, 2-18:1) [vacuolar membrane]	-1.0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane	r_3859	exchange	s_3195	phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	1.0
phosphatidylethanolamine (1-18:1, 2-18:1) transport, vacuolar membrane-ER membrane	r_3860	exchange	s_3180	phosphatidylethanolamine (1-18:1, 2-18:1) [vacuolar membrane]	-1.0
phosphatidylethanolamine (1-18:1, 2-18:1) transport, vacuolar membrane-ER membrane	r_3860	exchange	s_3197	phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane	r_3861	exchange	s_3392	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane	r_3861	exchange	s_3560	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane	r_3862	exchange	s_3393	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane	r_3862	exchange	s_3561	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane	r_3863	exchange	s_3394	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane	r_3863	exchange	s_3562	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane	r_3864	exchange	s_3395	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane	r_3864	exchange	s_3563	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane	r_3865	exchange	s_3396	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane	r_3865	exchange	s_3564	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane	r_3866	exchange	s_3397	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane	r_3866	exchange	s_3565	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane	r_3867	exchange	s_3398	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane	r_3867	exchange	s_3566	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) transport, vacuolar membrane-ER membrane	r_3868	exchange	s_3399	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) transport, vacuolar membrane-ER membrane	r_3868	exchange	s_3567	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-cell envelope	r_3869	exchange	s_3118	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-cell envelope	r_3869	exchange	s_3323	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-cell envelope	r_3870	exchange	s_3119	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-cell envelope	r_3870	exchange	s_3326	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-cell envelope	r_3871	exchange	s_3120	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-cell envelope	r_3871	exchange	s_3328	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-cell envelope	r_3872	exchange	s_3121	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-cell envelope	r_3872	exchange	s_3330	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-cell envelope	r_3873	exchange	s_3122	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-cell envelope	r_3873	exchange	s_3332	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-cell envelope	r_3874	exchange	s_3123	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-cell envelope	r_3874	exchange	s_3334	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-cell envelope	r_3875	exchange	s_3124	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-cell envelope	r_3875	exchange	s_3336	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-cell envelope	r_3876	exchange	s_3125	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-cell envelope	r_3876	exchange	s_3338	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [cell envelope]	1.0
phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-cell envelope	r_3877	exchange	s_3207	phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-cell envelope	r_3877	exchange	s_3448	phosphatidylcholine (1-16:0, 2-16:1) [cell envelope]	1.0
phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-cell envelope	r_3878	exchange	s_3208	phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-cell envelope	r_3878	exchange	s_3452	phosphatidylcholine (1-16:1, 2-16:1) [cell envelope]	1.0
phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-cell envelope	r_3879	exchange	s_3209	phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-cell envelope	r_3879	exchange	s_3454	phosphatidylcholine (1-18:0, 2-16:1) [cell envelope]	1.0
phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-cell envelope	r_3880	exchange	s_3210	phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-cell envelope	r_3880	exchange	s_3456	phosphatidylcholine (1-18:1, 2-16:1) [cell envelope]	1.0
phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	r_3881	exchange	s_3211	phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	r_3881	exchange	s_3458	phosphatidylcholine (1-16:0, 2-18:1) [cell envelope]	1.0
phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-cell envelope	r_3882	exchange	s_3212	phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-cell envelope	r_3882	exchange	s_3460	phosphatidylcholine (1-16:1, 2-18:1) [cell envelope]	1.0
phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	r_3883	exchange	s_3213	phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	r_3883	exchange	s_3461	phosphatidylcholine (1-18:0, 2-18:1) [cell envelope]	1.0
phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-cell envelope	r_3884	exchange	s_3214	phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-cell envelope	r_3884	exchange	s_3462	phosphatidylcholine (1-18:1, 2-18:1) [cell envelope]	1.0
phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-cell envelope	r_3885	exchange	s_3181	phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-cell envelope	r_3885	exchange	s_3465	phosphatidylethanolamine (1-16:0, 2-16:1) [cell envelope]	1.0
phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-cell envelope	r_3886	exchange	s_3185	phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-cell envelope	r_3886	exchange	s_3467	phosphatidylethanolamine (1-16:1, 2-16:1) [cell envelope]	1.0
phosphatidylethanolamine (1-18:0, 2-16:1) transport, ER membrane-cell envelope	r_3887	exchange	s_3187	phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylethanolamine (1-18:0, 2-16:1) transport, ER membrane-cell envelope	r_3887	exchange	s_3469	phosphatidylethanolamine (1-18:0, 2-16:1) [cell envelope]	1.0
phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-cell envelope	r_3888	exchange	s_3189	phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-cell envelope	r_3888	exchange	s_3471	phosphatidylethanolamine (1-18:1, 2-16:1) [cell envelope]	1.0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	r_3889	exchange	s_3191	phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	r_3889	exchange	s_3473	phosphatidylethanolamine (1-16:0, 2-18:1) [cell envelope]	1.0
phosphatidylethanolamine (1-16:1, 2-18:1) transport, ER membrane-cell envelope	r_3890	exchange	s_3193	phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylethanolamine (1-16:1, 2-18:1) transport, ER membrane-cell envelope	r_3890	exchange	s_3474	phosphatidylethanolamine (1-16:1, 2-18:1) [cell envelope]	1.0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	r_3891	exchange	s_3195	phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	r_3891	exchange	s_3475	phosphatidylethanolamine (1-18:0, 2-18:1) [cell envelope]	1.0
phosphatidylethanolamine (1-18:1, 2-18:1) transport, ER membrane-cell envelope	r_3892	exchange	s_3197	phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidylethanolamine (1-18:1, 2-18:1) transport, ER membrane-cell envelope	r_3892	exchange	s_3476	phosphatidylethanolamine (1-18:1, 2-18:1) [cell envelope]	1.0
phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-cell envelope	r_3893	exchange	s_3109	phosphatidyl-L-serine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-cell envelope	r_3893	exchange	s_3478	phosphatidyl-L-serine (1-16:0, 2-16:1) [cell envelope]	1.0
phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-cell envelope	r_3894	exchange	s_3110	phosphatidyl-L-serine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-cell envelope	r_3894	exchange	s_3480	phosphatidyl-L-serine (1-16:1, 2-16:1) [cell envelope]	1.0
phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-cell envelope	r_3895	exchange	s_3111	phosphatidyl-L-serine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-cell envelope	r_3895	exchange	s_3482	phosphatidyl-L-serine (1-18:0, 2-16:1) [cell envelope]	1.0
phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-cell envelope	r_3896	exchange	s_3112	phosphatidyl-L-serine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-cell envelope	r_3896	exchange	s_3484	phosphatidyl-L-serine (1-18:1, 2-16:1) [cell envelope]	1.0
phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	r_3897	exchange	s_3113	phosphatidyl-L-serine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	r_3897	exchange	s_3486	phosphatidyl-L-serine (1-16:0, 2-18:1) [cell envelope]	1.0
phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-cell envelope	r_3898	exchange	s_3114	phosphatidyl-L-serine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-cell envelope	r_3898	exchange	s_3487	phosphatidyl-L-serine (1-16:1, 2-18:1) [cell envelope]	1.0
phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	r_3899	exchange	s_3115	phosphatidyl-L-serine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	r_3899	exchange	s_3488	phosphatidyl-L-serine (1-18:0, 2-18:1) [cell envelope]	1.0
phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-cell envelope	r_3900	exchange	s_3116	phosphatidyl-L-serine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-cell envelope	r_3900	exchange	s_3489	phosphatidyl-L-serine (1-18:1, 2-18:1) [cell envelope]	1.0
lignoceric acid transport, cell envelope-ER membrane	r_3901	exchange	s_2864	lignoceric acid [cell envelope]	-1.0
lignoceric acid transport, cell envelope-ER membrane	r_3901	exchange	s_2869	lignoceric acid [endoplasmic reticulum membrane]	1.0
cerotic acid transport, cell envelope-ER membrane	r_3902	exchange	s_2866	cerotic acid [cell envelope]	-1.0
cerotic acid transport, cell envelope-ER membrane	r_3902	exchange	s_2870	cerotic acid [endoplasmic reticulum membrane]	1.0
phosphatidate (1-16:0, 2-16:1) transport, cell envelope-ER membrane	r_3903	exchange	s_3527	phosphatidate (1-16:0, 2-16:1) [cell envelope]	-1.0
phosphatidate (1-16:0, 2-16:1) transport, cell envelope-ER membrane	r_3903	exchange	s_2954	phosphatidate (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
phosphatidate (1-16:1, 2-16:1) transport, cell envelope-ER membrane	r_3904	exchange	s_3528	phosphatidate (1-16:1, 2-16:1) [cell envelope]	-1.0
phosphatidate (1-16:1, 2-16:1) transport, cell envelope-ER membrane	r_3904	exchange	s_2956	phosphatidate (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
phosphatidate (1-18:0, 2-16:1) transport, cell envelope-ER membrane	r_3905	exchange	s_3529	phosphatidate (1-18:0, 2-16:1) [cell envelope]	-1.0
phosphatidate (1-18:0, 2-16:1) transport, cell envelope-ER membrane	r_3905	exchange	s_2958	phosphatidate (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
phosphatidate (1-18:1, 2-16:1) transport, cell envelope-ER membrane	r_3906	exchange	s_3530	phosphatidate (1-18:1, 2-16:1) [cell envelope]	-1.0
phosphatidate (1-18:1, 2-16:1) transport, cell envelope-ER membrane	r_3906	exchange	s_2960	phosphatidate (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
phosphatidate (1-16:0, 2-18:1) transport, cell envelope-ER membrane	r_3907	exchange	s_3531	phosphatidate (1-16:0, 2-18:1) [cell envelope]	-1.0
phosphatidate (1-16:0, 2-18:1) transport, cell envelope-ER membrane	r_3907	exchange	s_2955	phosphatidate (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	1.0
phosphatidate (1-16:1, 2-18:1) transport, cell envelope-ER membrane	r_3908	exchange	s_3532	phosphatidate (1-16:1, 2-18:1) [cell envelope]	-1.0
phosphatidate (1-16:1, 2-18:1) transport, cell envelope-ER membrane	r_3908	exchange	s_2957	phosphatidate (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	1.0
phosphatidate (1-18:0, 2-18:1) transport, cell envelope-ER membrane	r_3909	exchange	s_3533	phosphatidate (1-18:0, 2-18:1) [cell envelope]	-1.0
phosphatidate (1-18:0, 2-18:1) transport, cell envelope-ER membrane	r_3909	exchange	s_2959	phosphatidate (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	1.0
phosphatidate (1-18:1, 2-18:1) transport, cell envelope-ER membrane	r_3910	exchange	s_3534	phosphatidate (1-18:1, 2-18:1) [cell envelope]	-1.0
phosphatidate (1-18:1, 2-18:1) transport, cell envelope-ER membrane	r_3910	exchange	s_2961	phosphatidate (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) transport, cell envelope-ER membrane	r_3911	exchange	s_3325	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) transport, cell envelope-ER membrane	r_3911	exchange	s_3584	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) transport, cell envelope-ER membrane	r_3912	exchange	s_3327	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) transport, cell envelope-ER membrane	r_3912	exchange	s_3585	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) transport, cell envelope-ER membrane	r_3913	exchange	s_3329	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) transport, cell envelope-ER membrane	r_3913	exchange	s_3586	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) transport, cell envelope-ER membrane	r_3914	exchange	s_3331	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) transport, cell envelope-ER membrane	r_3914	exchange	s_3587	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-ER membrane	r_3915	exchange	s_3333	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-ER membrane	r_3915	exchange	s_3588	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) transport, cell envelope-ER membrane	r_3916	exchange	s_3335	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) transport, cell envelope-ER membrane	r_3916	exchange	s_3589	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-ER membrane	r_3917	exchange	s_3337	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-ER membrane	r_3917	exchange	s_3590	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) transport, cell envelope-ER membrane	r_3918	exchange	s_3339	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) transport, cell envelope-ER membrane	r_3918	exchange	s_3591	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, cell envelope-ER membrane	r_3919	exchange	s_3408	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, cell envelope-ER membrane	r_3919	exchange	s_3608	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, cell envelope-ER membrane	r_3920	exchange	s_3409	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) [cell envelope]	-1.0
